x_f,y_f,z_f,x,y,z,time_ms
-41.51,744.9,608.04,-46,751,616,11400
-41.23,744.05,607.31,-46,751,616,11408
-40.42,744.02,608.66,-46,751,613,11416
-41.26,742.8,608.99,-37,754,635,11424
-41.63,741.8,610.36,-32,741,621,11432
-41.82,739.36,609.08,-32,741,621,11440
-41.07,737.69,609.67,-37,734,606,11448
-39.37,735.3,609.61,-37,760,637,11456
-37.63,733.72,609.78,-43,760,637,11464
-36.62,733.59,611.29,-48,754,609,11472
-36.8,734.17,611.25,-43,761,642,11480
-37.53,736.17,613.58,-43,761,642,11488
-39.14,738.52,615.03,-43,761,623,11496
-40.81,741.58,616.65,-43,745,623,11504
-42.04,742.79,617.67,-44,735,607,11512
-42.6,742.6,617.55,-39,749,610,11520
-42.56,740.65,614.78,-48,751,629,11528
-42.67,738.33,612.27,-51,740,609,11536
-42.9,735.84,610.09,-40,752,608,11544
-43.05,734.21,606.54,-46,745,617,11552
-43.61,732.98,604.25,-46,745,617,11560
-44.06,732.33,603.65,-45,739,606,11568
-44.36,732.07,602.51,-39,753,606,11576
-43.98,732.92,602.01,-47,762,636,11584
-44.16,733.69,603.24,-46,746,607,11592
-43.82,733.91,602.16,-38,759,609,11600
-42.95,736.01,602.65,-38,759,609,11608
-42.6,737.58,602.81,-38,759,631,11616
-41.66,739.69,603.71,-40,737,608,11624
-40.74,739.93,603.3,-33,748,609,11632
-39.33,740.28,603.41,-33,748,609,11640
-38.2,739.09,603.38,-42,744,625,11648
-37.27,736.84,602.63,-42,744,625,11656
-36.77,735.48,603.86,-42,744,625,11664
-37.18,733.57,605.28,-31,762,630,11672
-37.12,733.51,607.72,-43,754,629,11680
-37.8,733.67,609.36,-43,754,629,11688
-38.25,735.67,612.38,-34,756,607,11696
-38.4,737.32,613.17,-44,760,629,11704
-39,739.23,614.3,-44,760,629,11712
-39.17,741.19,613.92,-45,753,627,11720
-39.77,742.3,613.59,-48,741,630,11728
-40.71,742.21,613.85,-47,759,630,11736
-42.35,741.64,614.36,-51,753,632,11744
-43.67,740.91,615.53,-48,741,613,11752
-44.79,739.36,615.25,-48,741,613,11760
-46.27,737.55,615.38,-41,756,626,11768
-46.38,736.46,614.11,-47,750,632,11776
-46.5,735.38,613.14,-49,739,613,11784
-46.42,734.23,611.54,-49,739,613,11792
-46.2,733.71,610.13,-39,749,609,11800
-45.59,732.7,608.51,-49,756,634,11808
-45.41,732.65,608.2,-49,748,614,11816
-45.48,733.04,607.72,-36,752,608,11824
-44.7,734.08,606.97,-47,755,638,11832
-44.78,734.89,607.65,-47,755,638,11840
-44.42,736.28,608.78,-41,743,613,11848
-43.8,737.23,610.14,-40,748,607,11856
-43.08,737.82,610.62,-40,748,607,11864
-42.81,737.36,610.35,-38,733,613,11872
-41.76,735.24,607.95,-31,739,609,11880
-40.06,733.52,605.64,-31,739,609,11888
-38.79,731.28,603.58,-35,753,618,11896
-36.95,730.07,601.21,-44,744,611,11904
-35.93,728.99,599.58,-44,744,611,11912
-35.88,729.3,599.93,-38,751,606,11920
-36.22,730.22,600.13,-38,761,637,11928
-36.96,732.05,602.19,-46,759,637,11936
-38.28,734.89,604.48,-41,746,605,11944
-39.44,736.54,605.76,-42,760,617,11952
-40.35,738.89,607.69,-42,760,617,11960
-40.87,740.18,608.35,-52,760,637,11968
-41.62,741.83,610.04,-41,746,607,11976
-41.92,742.24,609.37,-37,755,617,11984
-42.22,742.45,609.52,-45,752,638,11992
-42.69,741.68,609.55,-44,739,616,12000
-42.44,739.87,608.84,-44,739,616,12008
-42.46,738.24,609.97,-40,754,616,12016
-42.14,736.41,609.77,-52,758,644,12024
-42.78,735.37,611.39,-47,745,621,12032
-42.87,734.31,610.81,-47,745,615,12040
-43.81,734.56,611.77,-47,757,639,12048
-44.92,735.22,613.54,-47,757,639,12056
-45.47,736.17,614.42,-47,757,639,12064
-45.95,737.82,617.03,-42,743,606,12072
-45.81,738.46,617.29,-48,758,641,12080
-46.07,739.09,619.25,-48,758,641,12088
-45.6,739.42,619.29,-48,745,605,12096
-45.62,739.51,618.21,-40,744,605,12104
-45.22,739.13,616.56,-40,744,605,12112
-44.69,737.67,612.5,597,722,496,12120
1.59,734.47,600.26,263,691,563,12128
44.47,728.14,588.9,-277,691,563,12136
65.13,720.75,577.2,-155,883,657,12144
79.78,724.7,571.31,-154,869,713,12152
66.51,733.38,575.23,-154,869,713,12160
28.08,751.29,590.28,-233,666,599,12168
-31.92,760.84,604.89,-193,674,618,12176
-83.64,766.19,619.29,-166,704,640,12184
-150.64,762.95,634.27,-119,769,649,12192
-178.04,754.85,638.27,-85,786,641,12200
-164.7,746.03,638.05,-85,786,641,12208
-154.32,733.2,632.97,-98,746,641,12216
-139.96,729.33,628.13,-194,749,629,12224
-131.89,730.15,624.46,-64,862,676,12232
-116.09,748.73,630.14,-107,886,632,12240
-110.25,766.99,631.43,-227,599,564,12248
-116.12,765.47,626.65,-227,599,564,12256
-128.38,754.64,618.66,-227,685,560,12264
-146.27,738.78,607.25,-159,783,654,12272
-161.2,723.53,599.99,-198,715,630,12280
-177.23,707.52,593.32,-198,732,638,12288
-183.96,699.49,593.34,-204,734,674,12296
-193.86,695.12,598.5,-204,734,674,12304
-198.09,694.96,609.91,-204,734,674,12312
-195.74,709.64,625.67,-128,770,638,12320
-190.01,721.8,636.54,-134,737,617,12328
-182.8,725.96,642.89,-134,737,617,12336
-176.02,724.99,639.84,-163,708,591,12344
-166.57,725.69,633.05,-163,708,591,12352
-158.01,723.36,623.19,-163,708,591,12360
-152.2,718.74,610.57,-299,653,600,12368
-159.92,708.75,600,-340,630,587,12376
-177.01,695.66,590.82,-340,630,587,12384
-205.67,678.71,585.51,-254,676,754,12392
-231.75,666.25,594.4,-406,676,754,12400
-266.1,655.57,609.06,-406,676,754,12408
-296.04,650.33,632.45,-276,715,676,12416
-314.14,651.97,654.49,-135,706,660,12424
-315.9,656.92,673.19,-135,706,660,12432
-298.89,666.72,683.56,-144,702,605,12440
-270.03,676.53,681.16,-135,765,623,12448
-233.46,689.04,672.62,-135,765,623,12456
-201.66,699.08,652.39,-74,776,637,12464
-163.63,711.05,636.23,-67,681,585,12472
-133.04,717.35,620.41,-67,681,585,12480
-113.14,718.72,611.03,-99,673,596,12488
-103.59,714.97,603.6,-232,720,618,12496
-104.46,709.33,597.73,-232,720,618,12504
-112.1,702.85,596.02,-271,771,632,12512
-132.41,699.27,595.98,-158,783,646,12520
-151.52,703.06,599.71,-105,751,631,12528
-168.68,709.52,603.77,-168,740,607,12536
-180.6,721.93,609.28,-165,760,631,12544
-182.49,732.62,614.18,-165,760,631,12552
-178.11,740.43,616.59,-100,775,659,12560
-162.32,744.05,618.89,-50,713,610,12568
-145.75,742.93,618.54,-87,685,606,12576
-128.92,736.11,617.35,-135,717,643,12584
-120.03,728.55,617.19,-112,734,602,12592
-113.22,722.22,614.65,-112,734,602,12600
-105.94,716.84,612.53,-223,696,615,12608
-111.09,709.81,608.9,-177,707,646,12616
-119.11,705.67,608.14,-129,724,671,12624
-130.39,702.74,609.46,-211,723,617,12632
-147.84,703.29,612.48,-132,738,676,12640
-155.84,706.15,620.71,-132,738,676,12648
-158.06,708.03,627.48,-141,707,622,12656
-157.76,708.42,633.09,-164,726,630,12664
-157.05,709.87,636.72,-176,717,675,12672
-151.77,711.63,639.92,-259,727,646,12680
-157.34,712.17,639.22,-240,764,668,12688
-169.47,713.96,638.7,-240,764,668,12696
-181.25,717.49,642.17,-240,704,645,12704
-199.01,718.34,642.07,-48,653,568,12712
-201.01,714.99,636.52,55,641,510,12720
-185.59,708.37,625.86,55,641,671,12728
-153.68,695.21,619.66,-6,862,686,12736
-114.17,694.78,611.97,-6,862,686,12744
-68.62,700.68,612.06,-6,862,686,12752
-31.94,717.18,618.29,-176,741,641,12760
-19.75,735.07,627.18,-165,731,628,12768
-22.59,754.83,636.14,-165,731,628,12776
-47.72,767.49,642.88,-135,720,586,12784
-79.35,767.31,643.33,-132,695,586,12792
-107.6,757.76,630.15,-132,695,586,12800
-125.78,734.26,615.27,-68,706,612,12808
-131.55,715.61,603.41,-52,750,600,12816
-129.18,704.06,593.49,-52,750,600,12824
-112.55,703.6,589,20,821,647,12832
-90.61,712.18,590.73,-47,763,610,12840
-71.83,721.4,592.33,-47,763,610,12848
-56,733.1,597.09,-41,762,611,12856
-44.08,744.28,600.75,-31,773,640,12864
-35.67,752.5,605.25,-52,715,586,12872
-35.11,752.9,604.18,-59,722,603,12880
-37.63,747.72,603.68,-87,723,617,12888
-42.43,740.88,603.25,-87,723,617,12896
-52.12,729.68,600.39,-93,733,625,12904
-59.34,723.31,600.99,-94,766,623,12912
-67.62,720.69,602.18,-96,773,639,12920
-75.99,722.04,605.66,-87,764,639,12928
-83.02,725.36,608.32,-73,739,605,12936
-85.97,731.62,611.9,-73,739,605,12944
-86.6,736.11,612.96,-73,738,624,12952
-84.13,737.89,612.64,-75,737,628,12960
-81.16,737.03,611.76,-81,728,613,12968
-78.37,733.63,609.55,-81,728,613,12976
-76.46,728.32,608.03,-95,754,632,12984
-76.59,725.31,607.64,-89,757,635,12992
-77.97,724.56,608.27,-85,747,617,13000
-80.42,726.15,610.03,-81,754,627,13008
-82.32,729.02,612.16,-81,754,637,13016
-83.46,732.25,613.79,-76,740,612,13024
-83.28,734.21,613.62,-76,740,612,13032
-81.96,735.37,613.52,-76,740,612,13040
-80.35,735.24,612.35,-80,742,607,13048
-78.36,733.19,609.24,-84,750,638,13056
-77.5,731.58,607.86,-79,741,613,13064
-77.12,730.51,606.65,-79,741,613,13072
-77.36,729.65,605.87,-80,751,639,13080
-77.72,729.77,606.75,-80,751,639,13088
-78.23,730.92,609.73,-75,742,614,13096
-78.16,731.56,611.45,-78,744,609,13104
-78,732.14,612.16,-83,752,635,13112
-77.88,732.97,613.95,-79,741,617,13120
-77.48,732.57,612.34,-79,741,617,13128
-77.55,732.43,611.81,-79,743,609,13136
-77.68,732.09,610.43,-82,752,619,13144
-77.99,731.79,608.39,-82,743,618,13152
-78.29,731.21,606.59,-78,743,610,13160
-78.59,731.3,605.7,-82,750,622,13168
-78.92,731.81,605.93,-82,750,622,13176
-78.98,732.04,605.1,-78,741,616,13184
-79.03,732.39,605.51,-78,742,605,13192
-78.93,732.49,605.1,-78,749,616,13200
-78.66,732.7,605.38,-83,754,642,13208
-78.5,732.76,606.59,-83,754,642,13216
-78.46,733.64,608.63,-78,742,608,13224
-78.54,734.07,609.97,-79,751,619,13232
-78.54,734.75,611.36,-82,751,642,13240
-78.7,735.27,613.68,-76,744,620,13248
-78.59,735.54,614.39,-76,744,620,13256
-78.24,735.32,615,-77,749,617,13264
-77.76,734.81,614.31,-81,752,643,13272
-77.26,734.42,614.13,-78,742,621,13280
-76.76,733.61,613.09,-74,748,611,13288
-76.43,733.93,613.33,-74,748,611,13296
-76.03,733.74,612.41,-81,751,640,13304
-75.84,733.86,611.7,-77,745,618,13312
-75.76,734,611.12,-78,753,614,13320
-75.8,734.63,610.34,-78,753,614,13328
-75.91,735.15,609.82,-84,758,641,13336
-76.37,736.06,609.76,-77,749,617,13344
-76.71,737.14,609.89,-75,742,607,13352
-77.03,737.25,609.73,-79,754,642,13360
-77.35,737.69,611.55,-75,744,620,13368
-76.83,736.91,610.66,-75,744,620,13376
-76.41,736.18,611.31,-79,740,610,13384
-76.05,734.5,610.96,-84,755,639,13392
-76.24,733.92,612.23,-84,755,639,13400
-76.53,733.55,612.35,-75,736,610,13408
-76.98,732.97,612.47,-75,744,608,13416
-77.47,733.3,612.83,-75,744,608,13424
-77.31,732.63,610.34,-76,746,628,13432
-76.98,732.45,609.7,-76,746,628,13440
-76.35,732.04,608.73,-80,742,610,13448
-75.83,731.72,607.87,-75,753,610,13456
-75.12,731.64,606.16,-81,739,609,13464
-75.15,731,604.61,-74,739,609,13472
-75.37,731.34,604.2,-70,744,611,13480
-75.17,731.06,603.17,-77,748,631,13488
-75.06,730.91,603.45,-77,748,631,13496
-74.71,730.84,603.77,-78,738,610,13504
-74.56,730.37,604.09,-77,750,607,13512
-74.35,731.08,605.38,-81,750,646,13520
-75,731.28,608.44,-81,750,646,13528
-75.55,732.41,611.54,-70,749,619,13536
-75.78,733.45,613.39,-72,749,605,13544
-75.95,734.23,614.14,-85,752,633,13552
-76.12,735.02,614.84,-80,749,627,13560
-76.06,735.46,614.5,-71,750,608,13568
-75.6,736.35,613.39,-71,750,630,13576
-75.2,736.38,613.38,-73,744,631,13584
-74.56,735.99,611.9,-73,744,631,13592
-73.68,735.4,611.63,-73,744,631,13600
-73.18,734.57,613.3,-81,749,627,13608
-73.2,733.95,615.57,-76,750,632,13616
-72.73,733.4,616.5,-76,750,632,13624
-73.02,733.43,617.49,-77,745,626,13632
-73.94,733.45,618.78,-78,760,626,13640
-74.77,734.61,618.4,-78,760,626,13648
-75.33,736.32,617.8,-83,756,634,13656
-76.1,738.03,617.66,-75,744,622,13664
-76.44,738.93,616.83,-80,750,622,13672
-76.66,739.45,616.24,-79,750,636,13680
-77.05,739.3,616.25,-74,739,614,13688
-76.98,737.84,615.01,-74,739,614,13696
-76.6,736.17,613.89,-76,742,609,13704
-76.05,733.65,611.8,-80,749,640,13712
-75.78,731.93,611.47,-75,741,616,13720
-75.07,730.4,609.64,-75,741,616,13728
-75,729.93,609.06,-72,745,608,13736
-74.5,729.63,608.18,-81,757,636,13744
-74.6,730.38,608.26,-75,745,615,13752
-74.59,731.3,608.36,-74,742,611,13760
-74.52,732.05,607.97,-74,751,622,13768
-74.35,733.05,608.45,-74,751,622,13776
-73.92,733.56,607.32,-75,741,623,13784
-73.79,733.74,607.96,-71,743,609,13792
-73.28,733.66,607.52,-80,750,618,13800
-73.54,733.63,608,-77,736,612,13808
-73.31,732.08,606.32,-76,740,607,13816
-73.65,731.28,605.28,-76,740,620,13824
-74.11,730.39,604.9,-81,749,620,13832
-74.87,729.67,604.09,-79,757,638,13840
-75.53,729.97,605.32,-78,750,610,13848
-76.01,731.12,605.6,-78,750,610,13856
-76.66,732.74,606.86,-75,758,638,13864
-76.5,734.61,608.81,-74,759,638,13872
-76.26,737.27,610.96,-74,759,638,13880
-75.77,739.44,613.8,-72,738,605,13888
-74.98,739.9,614.01,-71,747,612,13896
-73.77,739.77,614.3,-77,750,640,13904
-73.13,738.69,614.3,-75,747,623,13912
-72.66,737.47,614.22,-75,749,620,13920
-72.49,736.36,613.88,-71,753,639,13928
-72.41,735.49,613.64,-63,740,614,13936
-71.76,734.41,612.88,-63,740,614,13944
-70.64,733.34,612.09,-70,744,609,13952
-69.55,733.28,611.74,-80,750,634,13960
-69.15,732.77,611.79,-73,743,621,13968
-68.61,731.82,609.68,-73,743,621,13976
-68.96,731.32,609.23,-80,738,607,13984
-70.24,730.61,608.54,-75,768,645,13992
-71.57,731.72,609.35,-75,768,645,14000
-73.05,734.17,612.13,-78,754,614,14008
-74.24,736.56,613.37,-80,759,634,14016
-75.03,739.46,616.16,-80,759,634,14024
-75.34,741.84,617.25,-70,734,605,14032
-75.42,742.24,616.87,-70,734,605,14040
-75.23,740.86,614.91,-83,715,605,14048
-75.13,736.83,612.32,-63,728,593,14056
-73.93,730.81,606.22,-85,747,623,14064
-74.04,725.97,602.01,-85,747,623,14072
-74.31,723.29,600.56,-75,767,618,14080
-74.57,723.88,599.53,-67,760,625,14088
-74.48,726.37,600.52,-67,760,625,14096
-74.4,731.74,603.9,-71,741,607,14104
-73.88,735.54,605.91,-72,741,607,14112
-72.12,738.69,606.63,-78,743,627,14120
-71.98,739.14,608.05,-80,735,613,14128
-71.38,736.56,606.54,-75,746,614,14136
-71.42,734.27,605.36,-75,746,614,14144
-72.4,731.32,604.73,-80,760,639,14152
-73.96,730.93,605.83,-70,748,620,14160
-74.51,730.97,606.45,-65,748,611,14168
-73.97,732.69,607.68,-78,746,633,14176
-73.69,734.12,609.97,-78,742,628,14184
-73.08,734.53,610.7,-78,742,628,14192
-72.77,734.6,612.3,-78,742,628,14200
-73.2,733.37,613.61,-85,753,632,14208
-74.52,732.89,615.33,-80,754,634,14216
-75.55,732.26,615.94,-80,754,634,14224
-77.04,733.18,617.63,-64,757,624,14232
-77.29,734.86,618.94,-75,757,624,14240
-76.77,736.94,618.58,-75,757,624,14248
-75.74,739.15,618.05,-71,754,633,14256
-74.31,740.73,617.69,-78,748,628,14264
-73.53,741.39,617.04,-78,748,628,14272
-72.86,740.84,616.52,-78,746,627,14280
-73.15,739.62,616.23,-72,738,617,14288
-73.22,737.52,615.38,-72,738,617,14296
-74.01,734.94,614.66,-71,746,630,14304
-73.67,732.83,614.16,-69,749,628,14312
-72.83,731.32,613.61,-69,742,618,14320
-71.95,730.21,612.36,-69,742,618,14328
-70.62,729.92,611.71,-69,744,605,14336
-69.49,729.96,610.11,-82,759,641,14344
-69.5,731.15,610.46,-77,751,619,14352
-70.09,732.47,610.04,-74,748,613,14360
-70.97,733.82,609.63,-71,749,640,14368
-71.8,734.82,610.5,-71,749,640,14376
-72.43,735.48,612.2,-71,733,610,14384
-72.51,734.99,613.09,-73,737,606,14392
-72.24,733.81,612.89,-73,737,616,14400
-71.91,731.87,612.88,-80,746,618,14408
-71.6,729.62,610.08,-77,746,613,14416
-71.92,728.39,607.92,-77,746,613,14424
-72.76,728.12,606.28,-70,749,620,14432
-73.31,728.81,604.43,-70,749,620,14440
-73.48,729.93,603.54,-70,749,620,14448
-73.11,731.96,604.74,-72,744,615,14456
-72.34,733.05,605.78,-79,754,641,14464
-72.04,734.4,607.94,-79,754,641,14472
-71.82,735.14,610.55,-74,740,606,14480
-72.1,735.05,611.7,-72,746,614,14488
-72.49,735.1,612.76,-72,746,614,14496
-73.04,734.67,612.22,-74,746,641,14504
-73.26,734.09,612.59,-68,743,610,14512
-72.71,733.18,610.86,-71,752,612,14520
-72.02,733.21,609.87,-84,760,642,14528
-71.92,733.71,609.88,-76,752,615,14536
-71.88,734.37,608.98,-76,752,615,14544
-72.58,736.17,610.1,-75,752,609,14552
-73.42,737.48,609.49,-79,750,639,14560
-74.42,738.33,610.55,-70,741,620,14568
-74.44,737.99,609.15,-69,751,614,14576
-74.25,737.79,609.41,-79,756,639,14584
-74.17,737.28,611.28,-79,756,639,14592
-73.48,736.79,612.06,-79,749,619,14600
-73.7,736.9,613.74,-70,744,608,14608
-73.63,736.87,614.04,-75,750,635,14616
-73.98,737.01,615.51,-75,750,635,14624
-73.9,736.82,614.94,-75,738,611,14632
-74.04,736.01,613.99,-75,738,611,14640
-74.07,734.28,613.13,-75,738,611,14648
-73.62,732.11,610.6,-85,760,627,14656
-74.13,731.49,609.01,-80,760,615,14664
-74.68,731.96,607.69,-80,760,615,14672
-75.98,733.85,607.21,-77,757,611,14680
-76.75,736.16,605.45,-64,738,619,14688
-76.36,737.4,604.58,-64,738,619,14696
-75.19,738.21,605.09,-62,723,607,14704
-72.94,736.13,604.62,-72,725,628,14712
-70.91,732.53,605.47,-78,746,628,14720
-69.06,728.37,605.82,-80,749,613,14728
-68.74,725.4,606.5,-76,761,614,14736
-69.34,725.22,607.11,-76,761,614,14744
-70.74,727.29,607.45,-69,743,623,14752
-72.28,730.6,607.49,-36,761,624,14760
-70.62,734.79,607.4,-80,770,628,14768
-70.28,739.46,608.58,-87,781,634,14776
-69.37,744.27,609.71,-58,757,613,14784
-67.31,746.45,610.15,-58,757,613,14792
-65.92,748.44,611.1,-58,727,597,14800
-64.9,746.99,609.69,-64,708,613,14808
-64.07,742.2,607.94,-62,711,611,14816
-62.77,735.79,604.88,-62,711,611,14824
-63.08,726.49,602.11,-118,782,651,14832
-65.33,721.92,602.94,-118,782,651,14840
-69.71,720.42,605.63,-118,782,651,14848
-78.39,725.41,611.79,-89,748,604,14856
-86.23,731.47,615.49,-53,728,618,14864
-90.48,737.64,619.43,-53,728,618,14872
-90.55,741.18,619.71,-56,720,612,14880
-86.34,739.19,617.4,-74,722,612,14888
-80.81,734.34,613.99,-74,722,612,14896
-72.72,725.01,608.67,-103,761,632,14904
-69.7,720.31,606.27,-98,750,618,14912
-70.14,718.03,604.39,-68,750,618,14920
-72.65,720.32,605.99,-51,737,612,14928
-75.51,723.93,606.33,-64,736,632,14936
-76.5,726.94,607.73,-64,736,632,14944
-74.88,728.88,609.44,-69,740,608,14952
-71.34,729.22,609.63,-81,754,609,14960
-69.22,729.88,609.61,-87,778,642,14968
-67.92,730.77,610.13,-71,761,614,14976
-67.99,733.27,609.86,-54,746,603,14984
-69.04,735.99,608.68,-54,746,603,14992
-69.69,738.98,607.23,-64,736,627,15000
